"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.025,5.25
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.1,5.5
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.25,5.75
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.5,6
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.75,6
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.9,6.25
"ab",0,"2025-10-04","2025-10-04","pct wk covid lab det","quantile",0.975,6.5
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.025,0.5
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.1,0.5
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.25,0.75
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.5,1
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.75,1
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.9,1.25
"ab",0,"2025-10-04","2025-10-04","pct wk flu lab det","quantile",0.975,2.25
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.025,0
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.1,0
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.25,0
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.5,0
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.75,0
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.9,0.25
"ab",0,"2025-10-04","2025-10-04","pct wk rsv lab det","quantile",0.975,1.25
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.025,1.75
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.1,4
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.25,5
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.5,6
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.75,7.25
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.9,8.25
"ab",1,"2025-10-04","2025-10-11","pct wk covid lab det","quantile",0.975,10.5
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.025,0
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.1,0
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.25,0
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.5,1
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.75,1
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.9,2.25
"ab",1,"2025-10-04","2025-10-11","pct wk flu lab det","quantile",0.975,7.25
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.025,0
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.1,0
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.25,0
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.5,0.5
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.75,1
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.9,2
"ab",1,"2025-10-04","2025-10-11","pct wk rsv lab det","quantile",0.975,4.75
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.025,1.25
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.1,3.5
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.25,5
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.5,6
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.75,7.25
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.9,8.75
"ab",2,"2025-10-04","2025-10-18","pct wk covid lab det","quantile",0.975,11.25
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.025,0
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.1,0
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.25,0
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.5,1
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.75,1.5
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.9,3.25
"ab",2,"2025-10-04","2025-10-18","pct wk flu lab det","quantile",0.975,9.5
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.025,0
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.1,0
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.25,0
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.5,0.5
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.75,1
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.9,2
"ab",2,"2025-10-04","2025-10-18","pct wk rsv lab det","quantile",0.975,5.5
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.025,1.25
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.1,3.25
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.25,5
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.5,6.5
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.75,8
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.9,9.5
"ab",3,"2025-10-04","2025-10-25","pct wk covid lab det","quantile",0.975,12.25
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.025,0
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.1,0
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.25,0
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.5,1
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.75,1.75
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.9,4
"ab",3,"2025-10-04","2025-10-25","pct wk flu lab det","quantile",0.975,12.25
"ab",3,"2025-10-04","2025-10-25","pct wk rsv lab det","quantile",0.025,0
