"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.025,4.25
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.1,4.25
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.25,4.5
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.5,5
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.75,5
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.9,5.25
"ab",0,"2025-10-18","2025-10-18","pct wk covid lab det","quantile",0.975,5.5
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.025,0.75
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.1,0.75
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.25,1
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.5,1
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.75,1.25
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.9,1.75
"ab",0,"2025-10-18","2025-10-18","pct wk flu lab det","quantile",0.975,2.75
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.025,0.5
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.1,0.75
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.25,1
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.5,1
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.75,1
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.9,1
"ab",0,"2025-10-18","2025-10-18","pct wk rsv lab det","quantile",0.975,1.75
"ab",1,"2025-10-18","2025-10-25","pct wk covid lab det","quantile",0.025,1
"ab",1,"2025-10-18","2025-10-25","pct wk covid lab det","quantile",0.1,2.5
