"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.025,5.25
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.1,5.5
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.25,5.75
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.5,6
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.75,6
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.9,6.25
"ab",0,"2025-09-13","2025-09-13","pct wk covid lab det","quantile",0.975,6.5
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.025,0.5
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.1,0.5
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.25,1
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.5,1
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.75,1
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.9,1.5
"ab",0,"2025-09-13","2025-09-13","pct wk flu lab det","quantile",0.975,4
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.025,0
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.1,0
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.25,0
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.5,0
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.75,0
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.9,0.5
"ab",0,"2025-09-13","2025-09-13","pct wk rsv lab det","quantile",0.975,2
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.025,1.5
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.1,3.75
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.25,5.25
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.5,6
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.75,7
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.9,8
"ab",1,"2025-09-13","2025-09-20","pct wk covid lab det","quantile",0.975,10.5
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.025,0
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.1,0
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.25,1
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.5,1
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.75,1
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.9,3.5
"ab",1,"2025-09-13","2025-09-20","pct wk flu lab det","quantile",0.975,8.5
"ab",1,"2025-09-13","2025-09-20","pct wk rsv lab det","quantile",0.025,0
"ab",1,"2025-09-13","2025-09-20","pct wk rsv lab det","quantile",0.1,0
"ab",1,"2025-09-13","2025-09-20","pct wk rsv lab det","quantile",0.25,0
"ab",1,"2025-09-13","2025-09-20","pct wk rsv lab det","quantile",0.5,0
