"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.025,1.635
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.1,1.9475
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.25,2.5075
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.5,3.37
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.75,4.2325
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.9,4.7425
"ab",-1,"2026-03-07","2026-02-28","pct wk covid lab det","quantile",0.975,5.055
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.025,1.52
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.1,1.5925
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.25,3.6125
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.5,6.2575
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.75,9.0775
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.9,10.7975
"ab",-1,"2026-03-07","2026-02-28","pct wk flu lab det","quantile",0.975,12.395
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.025,4.365
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.1,4.7925
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.25,5.965
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.5,7.44
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.75,8.865
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.9,9.9875
"ab",-1,"2026-03-07","2026-02-28","pct wk rsv lab det","quantile",0.975,10.64
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.025,2.0825
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.1,2.3825
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.25,2.765
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.5,3.32625
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.75,3.84875
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.9,4.2325
"ab",0,"2026-03-07","2026-03-07","pct wk covid lab det","quantile",0.975,4.41875
"ab",0,"2026-03-07","2026-03-07","pct wk flu lab det","quantile",0.025,2.89875
"ab",0,"2026-03-07","2026-03-07","pct wk flu lab det","quantile",0.1,3.97375
"ab",0,"2026-03-07","2026-03-07","pct wk flu lab det","quantile",0.25,4.8575
"ab",0,"2026-03-07","2026-03-07","pct wk flu lab det","quantile",0.5,5.91875
