"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.025,2.55
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.1,2.9
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.25,3.5
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.5,4.6
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.75,5.675
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.9,6.225
"ab",-1,"2025-12-13","2025-12-06","pct wk covid lab det","quantile",0.975,7.125
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.025,11.6
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.1,13.9
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.25,17.65
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.5,23.725
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.75,29.075
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.9,33.725
"ab",-1,"2025-12-13","2025-12-06","pct wk flu lab det","quantile",0.975,37.325
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.025,0.25
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.1,0.55
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.25,0.95
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.5,1.9
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.75,2.625
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.9,3.475
"ab",-1,"2025-12-13","2025-12-06","pct wk rsv lab det","quantile",0.975,3.875
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.025,3.3125
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.1,3.725
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.25,4.1125
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.5,4.5875
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.75,5.125
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.9,5.4875
"ab",0,"2025-12-13","2025-12-13","pct wk covid lab det","quantile",0.975,6.025
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.025,19.1875
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.1,21.0125
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.25,23.05
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.5,26.3125
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.75,29.575
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.9,32.7625
"ab",0,"2025-12-13","2025-12-13","pct wk flu lab det","quantile",0.975,34.8
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.025,0.9
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.1,1.375
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.25,1.6625
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.5,1.9875
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.75,2.2875
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.9,2.85
"ab",0,"2025-12-13","2025-12-13","pct wk rsv lab det","quantile",0.975,3.675
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.025,1.7875
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.1,2.95
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.25,3.85
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.5,4.5875
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.75,5.65
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.9,6.3
"ab",1,"2025-12-13","2025-12-20","pct wk covid lab det","quantile",0.975,8.075
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.025,17.3875
"ab",1,"2025-12-13","2025-12-20","pct wk flu lab det","quantile",0.1,21.5375
