"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.025,0.2975
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.1,0.3575
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.25,0.665
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.5,1.1725
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.75,1.78
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.9,2.0375
"ab",-1,"2026-05-09","2026-05-02","pct wk covid lab det","quantile",0.975,2.3975
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.025,1.32
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.1,1.34
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.25,3.0075
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.5,5.375
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.75,7.6925
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.9,9.66
"ab",-1,"2026-05-09","2026-05-02","pct wk flu lab det","quantile",0.975,11.28
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.025,0.2925
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.1,0.3025
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.25,0.56
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.5,1.2175
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.75,1.875
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.9,2.2325
"ab",-1,"2026-05-09","2026-05-02","pct wk rsv lab det","quantile",0.975,2.6425
"ab",0,"2026-05-09","2026-05-09","pct wk covid lab det","quantile",0.025,0.43875
"ab",0,"2026-05-09","2026-05-09","pct wk covid lab det","quantile",0.1,0.54625
"ab",0,"2026-05-09","2026-05-09","pct wk covid lab det","quantile",0.25,0.775
"ab",0,"2026-05-09","2026-05-09","pct wk covid lab det","quantile",0.5,1.0075
"ab",0,"2026-05-09","2026-05-09","pct wk covid lab det","quantile",0.75,1.38875
