"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.025,2.43
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.1,2.806
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.25,3.406
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.5,4.422
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.75,5.436
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.9,5.998
"ab",-1,"2026-01-17","2026-01-10","pct wk covid lab det","quantile",0.975,6.652
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.025,6.476
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.1,9.512
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.25,13.552
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.5,18.466
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.75,23.444
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.9,27.124
"ab",-1,"2026-01-17","2026-01-10","pct wk flu lab det","quantile",0.975,31.234
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.025,2.05
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.1,2.426
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.25,3.186
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.5,4.162
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.75,5.336
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.9,5.898
"ab",-1,"2026-01-17","2026-01-10","pct wk rsv lab det","quantile",0.975,6.476
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.025,3.20666666666667
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.1,3.53666666666667
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.25,3.94777777777778
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.5,4.61222222222222
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.75,5.02111111111111
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.9,5.45555555555556
"ab",0,"2026-01-17","2026-01-17","pct wk covid lab det","quantile",0.975,7.65222222222222
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.025,8.66
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.1,11.4655555555556
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.25,14.0177777777778
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.5,17.0422222222222
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.75,19.7822222222222
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.9,22.1111111111111
"ab",0,"2026-01-17","2026-01-17","pct wk flu lab det","quantile",0.975,26.0055555555556
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.025,2.90222222222222
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.1,3.55444444444444
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.25,4.06777777777778
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.5,4.58555555555556
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.75,5.21777777777778
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.9,5.52888888888889
"ab",0,"2026-01-17","2026-01-17","pct wk rsv lab det","quantile",0.975,6.17111111111111
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.025,1.73222222222222
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.1,2.74666666666667
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.25,3.73888888888889
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.5,4.52777777777778
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.75,5.44111111111111
"ab",1,"2026-01-17","2026-01-24","pct wk covid lab det","quantile",0.9,6.35333333333333
