"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.025,1.8025
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.1,2.165
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.25,2.7275
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.5,3.59
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.75,4.4025
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.9,5.19
"ab",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.975,5.5025
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.025,1.2525
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.1,1.27
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.25,2.735
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.5,5.1775
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.75,7.645
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.9,9.735
"ab",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.975,11.4775
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.025,3.8075
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.1,4.18
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.25,5.05
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.5,6.5225
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.75,7.945
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.9,8.815
"ab",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.975,9.5875
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.025,2.4875
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.1,2.805
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.25,3.17
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.5,3.68625
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.75,4.11625
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.9,4.50625
"ab",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.975,4.86125
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.025,2.34125
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.1,3.3
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.25,4.05375
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.5,4.9125
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.75,5.83375
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.9,6.81125
"ab",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.975,7.92125
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.025,4.67
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.1,5.435
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.25,6.04375
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.5,6.78125
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.75,7.52
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.9,8.10375
"ab",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.975,8.7425
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.025,1.02375
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.1,1.675
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.25,2.6975
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.5,3.49875
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.75,4.275
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.9,5.0475
"ab",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.975,6.47375
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.025,0.5425
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.1,2.245
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.25,3.8525
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.5,4.86625
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.75,6.00625
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.9,7.4875
"ab",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.975,10.70375
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.025,2.865
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.1,4.4
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.25,5.4125
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.5,6.3825
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.75,7.25375
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.9,8.25375
"ab",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.975,9.9125
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.025,0.7875
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.1,1.61125
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.25,2.655
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.5,3.4775
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.75,4.51375
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.9,5.46875
"ab",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.975,6.9425
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.025,0.36875
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.1,1.57875
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.25,3.4775
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.5,4.71
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.75,6.1175
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.9,8.02875
"ab",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.975,12.03875
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.025,2.115
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.1,3.92
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.25,4.93875
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.5,6.0675
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.75,7.04625
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.9,8.0025
"ab",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.975,9.87
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.025,0.7275
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.1,1.41
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.25,2.5
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.5,3.695
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.75,4.79
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.9,5.88
"ab",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.975,7.50125
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.025,0.32
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.1,0.97375
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.25,2.94
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.5,4.39125
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.75,5.88
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.9,7.8725
"ab",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.975,12.725
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.025,1.41625
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.1,3.3675
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.25,4.755
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.5,5.78
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.75,6.78
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.9,8.155
"ab",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.975,10.16875
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.025,0.51
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.1,0.77
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.25,1.1775
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.5,2.085
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.75,2.8175
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.9,3.425
"atlantic",-1,"2026-03-14","2026-03-07","pct wk covid lab det","quantile",0.975,3.885
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.025,5.1275
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.1,6.665
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.25,8.5
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.5,11.2625
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.75,13.85
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.9,15.935
"atlantic",-1,"2026-03-14","2026-03-07","pct wk flu lab det","quantile",0.975,17.3225
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.025,4.0725
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.1,4.445
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.25,5.265
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.5,6.5875
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.75,7.935
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.9,8.705
"atlantic",-1,"2026-03-14","2026-03-07","pct wk rsv lab det","quantile",0.975,9.3275
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.025,1.04375
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.1,1.2325
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.25,1.51625
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.5,2.055
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.75,2.46875
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.9,2.74
"atlantic",0,"2026-03-14","2026-03-14","pct wk covid lab det","quantile",0.975,3.30375
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.025,7.3975
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.1,8.48125
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.25,9.3575
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.5,10.64
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.75,11.9475
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.9,12.875
"atlantic",0,"2026-03-14","2026-03-14","pct wk flu lab det","quantile",0.975,14.08375
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.025,5.05125
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.1,5.63375
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.25,6.01375
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.5,6.80875
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.75,7.49125
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.9,8.02
"atlantic",0,"2026-03-14","2026-03-14","pct wk rsv lab det","quantile",0.975,8.4525
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.025,0.16125
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.1,0.62375
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.25,1.32
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.5,2.2575
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.75,2.9325
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.9,3.99125
"atlantic",1,"2026-03-14","2026-03-21","pct wk covid lab det","quantile",0.975,5.52875
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.025,4.71875
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.1,7.2825
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.25,8.9125
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.5,10.2
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.75,11.90125
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.9,13.15625
"atlantic",1,"2026-03-14","2026-03-21","pct wk flu lab det","quantile",0.975,16.2825
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.025,3.2825
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.1,4.725
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.25,5.6
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.5,6.41625
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.75,7.17125
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.9,8.08375
"atlantic",1,"2026-03-14","2026-03-21","pct wk rsv lab det","quantile",0.975,9.53875
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.025,0.06625
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.1,0.455
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.25,1.15
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.5,2.23875
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.75,3.4525
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.9,4.3725
"atlantic",2,"2026-03-14","2026-03-28","pct wk covid lab det","quantile",0.975,5.96125
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.025,3.13875
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.1,6.32125
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.25,8.06875
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.5,9.725
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.75,11.43
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.9,13.0525
"atlantic",2,"2026-03-14","2026-03-28","pct wk flu lab det","quantile",0.975,16.8725
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.025,2.77875
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.1,4.45625
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.25,5.3775
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.5,6.29125
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.75,7.34375
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.9,8.14
"atlantic",2,"2026-03-14","2026-03-28","pct wk rsv lab det","quantile",0.975,9.8175
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.025,0.0575
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.1,0.43625
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.25,1.01875
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.5,2.23375
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.75,3.475
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.9,4.695
"atlantic",3,"2026-03-14","2026-04-04","pct wk covid lab det","quantile",0.975,6.18625
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.025,2.52125
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.1,5.33375
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.25,7.64875
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.5,9.31
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.75,11.42125
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.9,13.32375
"atlantic",3,"2026-03-14","2026-04-04","pct wk flu lab det","quantile",0.975,17.76125
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.025,2.015
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.1,3.8275
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.25,4.845
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.5,6.03125
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.75,6.83
"atlantic",3,"2026-03-14","2026-04-04","pct wk rsv lab det","quantile",0.9,7.8475
