"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.025,3.5
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.1,3.75
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.25,4
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.5,4
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.75,4.25
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.9,4.5
"ab",0,"2025-12-27","2025-12-27","pct wk covid lab det","quantile",0.975,4.75
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.025,33.25
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.1,34.75
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.25,35
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.5,35
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.75,35
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.9,35.25
"ab",0,"2025-12-27","2025-12-27","pct wk flu lab det","quantile",0.975,36.5
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.025,2
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.1,2.5
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.25,2.5
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.5,2.75
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.75,3
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.9,3
"ab",0,"2025-12-27","2025-12-27","pct wk rsv lab det","quantile",0.975,3.75
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.025,0.75
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.1,2.25
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.25,3.25
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.5,4.5
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.75,5.25
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.9,6.5
"ab",1,"2025-12-27","2026-01-03","pct wk covid lab det","quantile",0.975,9
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.025,26.5
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.1,31.5
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.25,33
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.5,33.5
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.75,33.75
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.9,35.25
"ab",1,"2025-12-27","2026-01-03","pct wk flu lab det","quantile",0.975,40
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.025,0
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.1,1.25
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.25,2
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.5,2.75
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.75,3
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.9,3.75
"ab",1,"2025-12-27","2026-01-03","pct wk rsv lab det","quantile",0.975,6.75
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.025,0.5
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.1,1.75
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.25,3
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.5,4.25
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.75,5.75
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.9,7
"ab",2,"2025-12-27","2026-01-10","pct wk covid lab det","quantile",0.975,9.75
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.025,23
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.1,29.5
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.25,31.75
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.5,32.25
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.75,33
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.9,35
"ab",2,"2025-12-27","2026-01-10","pct wk flu lab det","quantile",0.975,41.5
