"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.025,1.66666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.1,2.06666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.25,2.8
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.5,4.33333333333333
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.75,5.8
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.9,6.53333333333333
"ab",-1,"2025-11-29","2025-11-22","pct wk covid lab det","quantile",0.975,6.93333333333333
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.025,6.1
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.1,7.46666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.25,9.86666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.5,13.6
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.75,17.2666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.9,19.6666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk flu lab det","quantile",0.975,21.2333333333333
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.025,1
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.1,1
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.25,1
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.5,1.33333333333333
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.75,1.66666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.9,1.66666666666667
"ab",-1,"2025-11-29","2025-11-22","pct wk rsv lab det","quantile",0.975,1.66666666666667
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.025,2.74285714285714
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.1,3.02857142857143
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.25,3.6
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.5,4.17142857142857
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.75,4.74285714285714
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.9,5.14285714285714
"ab",0,"2025-11-29","2025-11-29","pct wk covid lab det","quantile",0.975,5.57142857142857
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.025,9.41428571428571
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.1,10.9571428571429
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.25,12.3
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.5,14.0142857142857
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.75,15.8857142857143
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.9,17.2571428571429
"ab",0,"2025-11-29","2025-11-29","pct wk flu lab det","quantile",0.975,18.6714285714286
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.025,0.785714285714286
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.1,0.985714285714286
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.25,1.01428571428571
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.5,1.18571428571429
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.75,1.37142857142857
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.9,1.71428571428571
"ab",0,"2025-11-29","2025-11-29","pct wk rsv lab det","quantile",0.975,2.31428571428571
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.025,1.25714285714286
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.1,2.51428571428571
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.25,3.2
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.5,4.05714285714286
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.75,5.05714285714286
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.9,6.05714285714286
"ab",1,"2025-11-29","2025-12-06","pct wk covid lab det","quantile",0.975,7.77142857142857
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.025,5.91428571428571
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.1,9.27142857142857
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.25,11.2
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.5,13.3285714285714
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.75,15.4714285714286
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.9,17.7142857142857
"ab",1,"2025-11-29","2025-12-06","pct wk flu lab det","quantile",0.975,21.3428571428571
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.025,0.342857142857143
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.1,0.542857142857143
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.25,1.02857142857143
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.5,1.37142857142857
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.75,2.01428571428571
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.9,2.64285714285714
"ab",1,"2025-11-29","2025-12-06","pct wk rsv lab det","quantile",0.975,4.44285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.025,0.857142857142857
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.1,1.85714285714286
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.25,2.97142857142857
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.5,3.82857142857143
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.75,5.25714285714286
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.9,6.37142857142857
"ab",2,"2025-11-29","2025-12-13","pct wk covid lab det","quantile",0.975,7.94285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.025,6.48571428571429
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.1,11.3285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.25,14.3428571428571
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.5,17.5857142857143
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.75,20.7285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.9,22.7285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk flu lab det","quantile",0.975,26.5857142857143
"ab",2,"2025-11-29","2025-12-13","pct wk rsv lab det","quantile",0.025,0.314285714285714
"ab",2,"2025-11-29","2025-12-13","pct wk rsv lab det","quantile",0.1,0.557142857142857
"ab",2,"2025-11-29","2025-12-13","pct wk rsv lab det","quantile",0.25,1.21428571428571
