"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.025,5.5
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.1,5.75
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.25,5.75
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.5,6
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.75,6.25
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.9,6.25
"ab",0,"2025-11-08","2025-11-08","pct wk covid lab det","quantile",0.975,6.5
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.025,2.25
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.1,2.75
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.25,3
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.5,3
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.75,3
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.9,3.25
"ab",0,"2025-11-08","2025-11-08","pct wk flu lab det","quantile",0.975,4.75
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.025,0.75
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.1,0.75
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.25,1
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.5,1
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.75,1
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.9,1.25
"ab",0,"2025-11-08","2025-11-08","pct wk rsv lab det","quantile",0.975,2
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.025,1.5
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.1,3.75
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.25,5
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.5,6
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.75,7
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.9,8.25
"ab",1,"2025-11-08","2025-11-15","pct wk covid lab det","quantile",0.975,10.75
"ab",1,"2025-11-08","2025-11-15","pct wk flu lab det","quantile",0.025,0.5
"ab",1,"2025-11-08","2025-11-15","pct wk flu lab det","quantile",0.1,2.25
"ab",1,"2025-11-08","2025-11-15","pct wk flu lab det","quantile",0.25,3.5
"ab",1,"2025-11-08","2025-11-15","pct wk flu lab det","quantile",0.5,3.5
"ab",1,"2025-11-08","2025-11-15","pct wk flu lab det","quantile",0.75,4
