"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.025,0.46
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.1,0.77
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.25,1.0775
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.5,1.685
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.75,2.4925
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.9,2.8
"ab",-1,"2026-03-28","2026-03-21","pct wk covid lab det","quantile",0.975,3.06
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.025,2.8125
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.1,4.8975
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.25,7.0775
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.5,10.2125
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.75,13.3475
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.9,15.5775
"ab",-1,"2026-03-28","2026-03-21","pct wk flu lab det","quantile",0.975,17.5125
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.025,2.955
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.1,3.325
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.25,4.2425
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.5,5.36
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.75,6.6025
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.9,7.47
"ab",-1,"2026-03-28","2026-03-21","pct wk rsv lab det","quantile",0.975,8.19
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.025,1.0525
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.1,1.30875
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.25,1.41125
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.5,1.79125
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.75,2.04625
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.9,2.42375
"ab",0,"2026-03-28","2026-03-28","pct wk covid lab det","quantile",0.975,2.655
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.025,5.27
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.1,6.85625
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.25,8.0425
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.5,9.59875
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.75,11.18125
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.9,12.6925
"ab",0,"2026-03-28","2026-03-28","pct wk flu lab det","quantile",0.975,14.6275
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.025,3.57375
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.1,4.43375
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.25,4.95125
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.5,5.7225
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.75,6.3325
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.9,6.725
"ab",0,"2026-03-28","2026-03-28","pct wk rsv lab det","quantile",0.975,7.535
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.025,0.1725
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.1,0.4625
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.25,1.22375
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.5,1.9625
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.75,2.5775
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.9,3.3375
"ab",1,"2026-03-28","2026-04-04","pct wk covid lab det","quantile",0.975,4.5775
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.025,2.3675
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.1,6.13125
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.25,8.04125
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.5,9.90125
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.75,11.735
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.9,13.97
"ab",1,"2026-03-28","2026-04-04","pct wk flu lab det","quantile",0.975,17.83375
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.025,1.765
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.1,3.4675
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.25,4.5125
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.5,5.58875
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.75,6.24125
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.9,7.135
"ab",1,"2026-03-28","2026-04-04","pct wk rsv lab det","quantile",0.975,8.93875
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.025,0.0975
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.1,0.3975
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.25,0.89125
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.5,1.76375
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.75,2.6375
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.9,3.38125
"ab",2,"2026-03-28","2026-04-11","pct wk covid lab det","quantile",0.975,4.905
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.025,1.78375
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.1,5.68875
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.25,8.085
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.5,9.86
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.75,12.235
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.9,14.70625
"ab",2,"2026-03-28","2026-04-11","pct wk flu lab det","quantile",0.975,19.785
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.025,1.1125
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.1,3.28375
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.25,4.495
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.5,5.32625
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.75,6.12125
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.9,7.31875
"ab",2,"2026-03-28","2026-04-11","pct wk rsv lab det","quantile",0.975,9.3025
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.025,0.07625
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.1,0.235
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.25,0.7125
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.5,1.71875
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.75,2.72625
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.9,3.70375
"ab",3,"2026-03-28","2026-04-18","pct wk covid lab det","quantile",0.975,5.3375
"ab",3,"2026-03-28","2026-04-18","pct wk flu lab det","quantile",0.025,1.85375
