"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.025,0.485
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.1,0.795
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.25,1.1025
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.5,1.66
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.75,2.2675
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.9,2.725
"ab",-1,"2026-04-25","2026-04-18","pct wk covid lab det","quantile",0.975,3.035
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.025,1.3575
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.1,1.3775
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.25,3.1925
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.5,5.4875
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.75,7.8575
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.9,9.6725
"ab",-1,"2026-04-25","2026-04-18","pct wk flu lab det","quantile",0.975,11.3425
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.025,0.85
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.1,1.21
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.25,1.7925
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.5,2.5525
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.75,3.4625
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.9,4.07
"ab",-1,"2026-04-25","2026-04-18","pct wk rsv lab det","quantile",0.975,4.505
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.025,0.75375
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.1,1.14625
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.25,1.25875
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.5,1.65
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.75,2.015
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.9,2.2525
"ab",0,"2026-04-25","2026-04-25","pct wk covid lab det","quantile",0.975,2.52
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.025,2.56625
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.1,3.7625
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.25,4.69625
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.5,5.80375
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.75,6.79875
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.9,7.75625
"ab",0,"2026-04-25","2026-04-25","pct wk flu lab det","quantile",0.975,9.22875
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.025,1.18375
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.1,1.81625
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.25,2.295
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.5,2.6525
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.75,3.13375
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.9,3.4875
"ab",0,"2026-04-25","2026-04-25","pct wk rsv lab det","quantile",0.975,4.145
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.025,0.1075
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.1,0.3725
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.25,0.8825
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.5,1.64625
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.75,2.53625
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.9,3.195
"ab",1,"2026-04-25","2026-05-02","pct wk covid lab det","quantile",0.975,4.48625
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.025,0.46125
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.1,2.5125
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.25,4.29375
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.5,5.7425
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.75,7.01625
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.9,8.77125
"ab",1,"2026-04-25","2026-05-02","pct wk flu lab det","quantile",0.975,11.87375
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.025,0.10375
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.1,1.06125
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.25,1.6875
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.5,2.445
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.75,2.81375
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.9,3.7775
"ab",1,"2026-04-25","2026-05-02","pct wk rsv lab det","quantile",0.975,5.2975
