"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.025,0.633333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.1,0.646666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.25,0.923333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.5,1.33333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.75,1.81
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.9,2.15333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk covid lab det","quantile",0.975,2.56666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.025,1.64
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.1,1.66333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.25,3.28333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.5,5.30666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.75,7.19666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.9,9.01666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk flu lab det","quantile",0.975,10.5733333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.025,0.59
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.1,0.736666666666667
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.25,1.28
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.5,1.89
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.75,2.5
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.9,2.94333333333333
"ab",-1,"2026-05-02","2026-04-25","pct wk rsv lab det","quantile",0.975,3.55666666666667
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.025,0.601428571428571
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.1,0.725714285714286
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.25,0.845714285714286
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.5,1.11142857142857
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.75,1.40714285714286
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.9,1.52714285714286
"ab",0,"2026-05-02","2026-05-02","pct wk covid lab det","quantile",0.975,1.96571428571429
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.025,2.60857142857143
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.1,3.88
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.25,4.59857142857143
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.5,5.21142857142857
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.75,5.85285714285714
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.9,6.74285714285714
"ab",0,"2026-05-02","2026-05-02","pct wk flu lab det","quantile",0.975,8.12857142857143
"ab",0,"2026-05-02","2026-05-02","pct wk rsv lab det","quantile",0.025,0.971428571428571
