"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.025,2.11
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.1,2.56
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.25,3.25
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.5,4.4
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.75,5.6
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.9,6.19
"ab",-1,"2026-02-14","2026-02-07","pct wk covid lab det","quantile",0.975,6.89
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.025,1.2925
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.1,1.4
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.25,3.495
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.5,6.4
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.75,9.305
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.9,11.6
"ab",-1,"2026-02-14","2026-02-07","pct wk flu lab det","quantile",0.975,13.4075
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.025,5.1125
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.1,5.9275
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.25,6.93
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.5,8.745
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.75,10.76
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.9,11.8125
"ab",-1,"2026-02-14","2026-02-07","pct wk rsv lab det","quantile",0.975,12.5775
"ab",0,"2026-02-14","2026-02-14","pct wk covid lab det","quantile",0.025,2.76125
"ab",0,"2026-02-14","2026-02-14","pct wk covid lab det","quantile",0.1,3.075
"ab",0,"2026-02-14","2026-02-14","pct wk covid lab det","quantile",0.25,3.4825
