reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.025,1.8
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.1,2.5
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.25,3.1
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.5,3.8
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.75,4.4
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.9,4.9
2026-03-14,2026-03-07,-1,ab,pct wk covid lab det,quantile,0.975,5.5
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.025,2.2
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.1,2.9
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.25,3.3
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.5,3.8
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.75,4.5
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.9,5
2026-03-14,2026-03-14,0,ab,pct wk covid lab det,quantile,0.975,5.9
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.025,1.9
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.1,2.4
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.25,2.9
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.5,3.5
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.75,4
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.9,4.5
2026-03-14,2026-03-21,1,ab,pct wk covid lab det,quantile,0.975,5.1
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.025,1.6
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.1,2.3
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.25,2.9
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.5,3.6
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.75,4.1
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.9,4.9
2026-03-14,2026-03-28,2,ab,pct wk covid lab det,quantile,0.975,5.7
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.025,1.5
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.1,2.1
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.25,2.9
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.5,3.6
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.75,4.4
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.9,5.2
2026-03-14,2026-04-04,3,ab,pct wk covid lab det,quantile,0.975,6.1
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.025,0
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.1,0.5
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.25,1.3
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.5,2.1
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.75,3.1
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.9,3.8
2026-03-14,2026-03-07,-1,atlantic,pct wk covid lab det,quantile,0.975,4.7
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.025,0.5
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.1,1
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.25,1.4
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.5,1.8
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.75,2.2
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.9,2.5
2026-03-14,2026-03-14,0,atlantic,pct wk covid lab det,quantile,0.975,3
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.025,0.2
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.1,0.8
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.25,1.3
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.5,1.8
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.75,2.2
2026-03-14,2026-03-21,1,atlantic,pct wk covid lab det,quantile,0.9,2.7
