reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.025,2.5
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.1,3.2
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.25,3.9
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.5,4.5
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.75,5.2
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.9,5.7
2026-02-14,2026-02-07,-1,ab,pct wk covid lab det,quantile,0.975,6.4
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.025,2.8
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.1,3.4
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.25,3.9
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.5,4.5
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.75,5.1
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.9,5.7
2026-02-14,2026-02-14,0,ab,pct wk covid lab det,quantile,0.975,6.4
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.025,2.5
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.1,3.1
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.25,3.8
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.5,4.3
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.75,5
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.9,5.5
2026-02-14,2026-02-21,1,ab,pct wk covid lab det,quantile,0.975,6.3
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.025,2.4
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.1,3.1
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.25,3.6
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.5,4.3
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.75,5
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.9,5.8
2026-02-14,2026-02-28,2,ab,pct wk covid lab det,quantile,0.975,6.6
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.025,2.4
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.1,3
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.25,3.6
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.5,4.4
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.75,5.1
2026-02-14,2026-03-07,3,ab,pct wk covid lab det,quantile,0.9,5.9
