reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.025,2
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.1,2.7
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.25,3.3
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.5,4
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.75,4.6
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.9,5.2
2026-02-21,2026-02-14,-1,ab,pct wk covid lab det,quantile,0.975,5.8
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.025,2.7
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.1,3.3
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.25,3.8
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.5,4.3
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.75,4.8
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.9,5.2
2026-02-21,2026-02-21,0,ab,pct wk covid lab det,quantile,0.975,5.8
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.025,2.3
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.1,2.9
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.25,3.3
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.5,3.7
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.75,4.2
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.9,4.6
2026-02-21,2026-02-28,1,ab,pct wk covid lab det,quantile,0.975,5.2
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.025,2
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.1,2.5
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.25,2.9
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.5,3.3
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.75,3.7
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.9,4.1
2026-02-21,2026-03-07,2,ab,pct wk covid lab det,quantile,0.975,4.6
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.025,1.9
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.1,2.3
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.25,2.7
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.5,3.1
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.75,3.6
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.9,4
2026-02-21,2026-03-14,3,ab,pct wk covid lab det,quantile,0.975,4.5
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.025,2.4
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.1,3.3
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.25,4
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.5,4.9
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.75,5.7
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.9,6.5
2026-02-21,2026-02-14,-1,atlantic,pct wk covid lab det,quantile,0.975,7.2
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.025,3.3
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.1,3.7
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.25,4.1
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.5,4.7
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.75,5.3
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.9,5.7
2026-02-21,2026-02-21,0,atlantic,pct wk covid lab det,quantile,0.975,6.3
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.025,2.8
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.1,3.4
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.25,3.8
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.5,4.3
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.75,4.8
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.9,5.3
2026-02-21,2026-02-28,1,atlantic,pct wk covid lab det,quantile,0.975,5.9
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.025,2.4
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.1,2.8
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.25,3.2
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.5,3.7
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.75,4.1
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.9,4.7
2026-02-21,2026-03-07,2,atlantic,pct wk covid lab det,quantile,0.975,5.1
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.025,2.3
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.1,2.9
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.25,3.3
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.5,3.9
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.75,4.5
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.9,5
2026-02-21,2026-03-14,3,atlantic,pct wk covid lab det,quantile,0.975,5.6
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.025,0.3
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.1,1.2
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.25,2
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.5,2.8
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.75,3.6
2026-02-21,2026-02-14,-1,bc,pct wk covid lab det,quantile,0.9,4.3
