reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.025,2.1
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.1,2.8
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.25,3.4
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.5,4.1
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.75,4.8
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.9,5.4
2026-02-28,2026-02-21,-1,ab,pct wk covid lab det,quantile,0.975,6.1
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.025,2.5
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.1,3.1
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.25,3.6
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.5,4.1
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.75,4.6
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.9,5.1
2026-02-28,2026-02-28,0,ab,pct wk covid lab det,quantile,0.975,5.7
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.025,2.5
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.1,3
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.25,3.4
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.5,3.9
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.75,4.4
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.9,4.8
2026-02-28,2026-03-07,1,ab,pct wk covid lab det,quantile,0.975,5.4
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.025,2.3
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.1,2.8
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.25,3.2
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.5,3.8
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.75,4.2
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.9,4.7
2026-02-28,2026-03-14,2,ab,pct wk covid lab det,quantile,0.975,5.3
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.025,2.2
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.1,2.8
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.25,3.3
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.5,3.7
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.75,4.4
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.9,4.9
2026-02-28,2026-03-21,3,ab,pct wk covid lab det,quantile,0.975,5.4
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.025,1.9
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.1,2.7
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.25,3.5
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.5,4.3
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.75,5.2
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.9,6
2026-02-28,2026-02-21,-1,atlantic,pct wk covid lab det,quantile,0.975,6.9
2026-02-28,2026-02-28,0,atlantic,pct wk covid lab det,quantile,0.025,2.5
2026-02-28,2026-02-28,0,atlantic,pct wk covid lab det,quantile,0.1,3.2
2026-02-28,2026-02-28,0,atlantic,pct wk covid lab det,quantile,0.25,3.7
2026-02-28,2026-02-28,0,atlantic,pct wk covid lab det,quantile,0.5,4.2
