reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.025,4.5
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.1,5.4
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.25,6
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.5,6.9
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.75,7.6
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.9,8.3
2026-03-21,2026-03-14,-1,ab,pct wk rsv lab det,quantile,0.975,9.1
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.025,3.8
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.1,4.7
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.25,5.6
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.5,6.4
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.75,7.3
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.9,8
2026-03-21,2026-03-21,0,ab,pct wk rsv lab det,quantile,0.975,9
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.025,3.1
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.1,3.9
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.25,4.8
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.5,5.5
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.75,6.3
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.9,7
2026-03-21,2026-03-28,1,ab,pct wk rsv lab det,quantile,0.975,8
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.025,2.1
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.1,3.4
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.25,4.1
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.5,4.9
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.75,5.5
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.9,6.2
2026-03-21,2026-04-04,2,ab,pct wk rsv lab det,quantile,0.975,7.3
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.025,1.6
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.1,2.6
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.25,3.3
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.5,4.1
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.75,4.7
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.9,5.4
2026-03-21,2026-04-11,3,ab,pct wk rsv lab det,quantile,0.975,6.5
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.025,5.3
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.1,5.8
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.25,6.4
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.5,7.1
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.75,7.7
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.9,8.1
2026-03-21,2026-03-14,-1,atlantic,pct wk rsv lab det,quantile,0.975,8.7
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.025,4.3
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.1,5
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.25,5.7
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.5,6.3
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.75,6.9
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.9,7.4
2026-03-21,2026-03-21,0,atlantic,pct wk rsv lab det,quantile,0.975,8.1
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.025,4.3
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.1,4.9
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.25,5.6
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.5,6.3
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.75,7
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.9,7.7
2026-03-21,2026-03-28,1,atlantic,pct wk rsv lab det,quantile,0.975,8.6
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.025,4.2
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.1,4.8
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.25,5.5
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.5,6.3
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.75,7
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.9,8
2026-03-21,2026-04-04,2,atlantic,pct wk rsv lab det,quantile,0.975,9.3
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.025,3.5
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.1,4.4
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.25,5.2
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.5,6.1
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.75,7
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.9,8.1
2026-03-21,2026-04-11,3,atlantic,pct wk rsv lab det,quantile,0.975,9.8
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.025,3.8
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.1,4.5
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.25,5.2
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.5,5.9
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.75,6.7
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.9,7.4
2026-03-21,2026-03-14,-1,bc,pct wk rsv lab det,quantile,0.975,8.2
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.025,3.3
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.1,4.5
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.25,5.4
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.5,6.2
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.75,7.1
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.9,7.9
2026-03-21,2026-03-21,0,bc,pct wk rsv lab det,quantile,0.975,8.9
2026-03-21,2026-03-28,1,bc,pct wk rsv lab det,quantile,0.025,2.4
2026-03-21,2026-03-28,1,bc,pct wk rsv lab det,quantile,0.1,3.7
2026-03-21,2026-03-28,1,bc,pct wk rsv lab det,quantile,0.25,4.5
