reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.025,1.6
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.1,2.3
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.25,2.9
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.5,3.6
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.75,4.2
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.9,4.9
2026-01-31,2026-01-24,-1,ab,pct wk covid lab det,quantile,0.975,5.4
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.025,2.3
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.1,2.9
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.25,3.5
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.5,4.1
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.75,4.6
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.9,5.2
2026-01-31,2026-01-31,0,ab,pct wk covid lab det,quantile,0.975,5.9
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.025,2.3
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.1,3
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.25,3.6
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.5,4.2
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.75,4.8
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.9,5.4
2026-01-31,2026-02-07,1,ab,pct wk covid lab det,quantile,0.975,6.2
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.025,2.1
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.1,2.7
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.25,3.3
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.5,3.9
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.75,4.5
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.9,5.1
2026-01-31,2026-02-14,2,ab,pct wk covid lab det,quantile,0.975,5.8
2026-01-31,2026-02-21,3,ab,pct wk covid lab det,quantile,0.025,1.9
2026-01-31,2026-02-21,3,ab,pct wk covid lab det,quantile,0.1,2.7
2026-01-31,2026-02-21,3,ab,pct wk covid lab det,quantile,0.25,3.2
2026-01-31,2026-02-21,3,ab,pct wk covid lab det,quantile,0.5,3.9
