reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.1,0.1
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.25,0.7
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.5,1.2
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.75,1.9
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.9,2.4
2026-05-09,2026-05-02,-1,ab,pct wk covid lab det,quantile,0.975,3.1
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.1,0.3
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.25,0.6
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.5,0.9
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.75,1.3
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.9,1.6
2026-05-09,2026-05-09,0,ab,pct wk covid lab det,quantile,0.975,2
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.1,0.2
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.25,0.4
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.5,0.7
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.75,1
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.9,1.4
2026-05-09,2026-05-16,1,ab,pct wk covid lab det,quantile,0.975,1.8
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.1,0.1
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.25,0.3
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.5,0.6
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.75,0.9
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.9,1.1
2026-05-09,2026-05-23,2,ab,pct wk covid lab det,quantile,0.975,1.5
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.1,0.1
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.25,0.3
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.5,0.5
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.75,0.8
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.9,1.1
2026-05-09,2026-05-30,3,ab,pct wk covid lab det,quantile,0.975,1.5
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.1,0
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.25,0
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.5,0.3
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.75,1.8
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.9,3.2
2026-05-09,2026-05-02,-1,ns,pct wk covid lab det,quantile,0.975,5.2
2026-05-09,2026-05-09,0,ns,pct wk covid lab det,quantile,0.025,0
2026-05-09,2026-05-09,0,ns,pct wk covid lab det,quantile,0.1,0
2026-05-09,2026-05-09,0,ns,pct wk covid lab det,quantile,0.25,0
2026-05-09,2026-05-09,0,ns,pct wk covid lab det,quantile,0.5,0.4
2026-05-09,2026-05-09,0,ns,pct wk covid lab det,quantile,0.75,1
