reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.025,2.3
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.1,3.3
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.25,4.1
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.5,5
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.75,5.9
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.9,6.8
2026-02-21,2026-02-14,-1,qc,pct wk covid lab det,quantile,0.975,7.7
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.025,2.9
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.1,3.5
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.25,4.1
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.5,4.7
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.75,5.3
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.9,6
2026-02-21,2026-02-21,0,qc,pct wk covid lab det,quantile,0.975,6.6
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.025,2.8
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.1,3.4
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.25,4
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.5,4.6
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.75,5.1
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.9,5.7
2026-02-21,2026-02-28,1,qc,pct wk covid lab det,quantile,0.975,6.5
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.025,2.6
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.1,3.2
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.25,3.8
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.5,4.4
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.75,5.1
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.9,5.7
2026-02-21,2026-03-07,2,qc,pct wk covid lab det,quantile,0.975,6.4
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.025,2.4
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.1,3
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.25,3.6
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.5,4.3
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.75,4.9
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.9,5.5
2026-02-21,2026-03-14,3,qc,pct wk covid lab det,quantile,0.975,6.2
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.025,1.3
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.1,3
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.25,4.2
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.5,5.8
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.75,7.2
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.9,8.6
2026-02-21,2026-02-14,-1,mb,pct wk covid lab det,quantile,0.975,10.1
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.025,2
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.1,3.1
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.25,4.1
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.5,5
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.75,6.1
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.9,7
2026-02-21,2026-02-21,0,mb,pct wk covid lab det,quantile,0.975,8.4
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.025,2.5
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.1,3.5
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.25,4.2
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.5,5.2
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.75,6.2
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.9,7.1
2026-02-21,2026-02-28,1,mb,pct wk covid lab det,quantile,0.975,8.5
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.025,2.1
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.1,3
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.25,3.8
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.5,4.8
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.75,5.8
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.9,6.7
2026-02-21,2026-03-07,2,mb,pct wk covid lab det,quantile,0.975,8.1
2026-02-21,2026-03-14,3,mb,pct wk covid lab det,quantile,0.025,2.1
2026-02-21,2026-03-14,3,mb,pct wk covid lab det,quantile,0.1,3.1
2026-02-21,2026-03-14,3,mb,pct wk covid lab det,quantile,0.25,3.8
2026-02-21,2026-03-14,3,mb,pct wk covid lab det,quantile,0.5,4.8
