reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.025,3.6126
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.1,3.6637
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.25,3.7096
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.5,3.76
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.75,3.8104
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.9,3.8563
2026-03-14,pct wk covid lab det,-1,2026-03-07,ab,quantile,0.975,3.9074
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.025,2.9978
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.1,3.2393
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.25,3.4559
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.5,3.6938
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.75,3.9317
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.9,4.1483
2026-03-14,pct wk covid lab det,0,2026-03-14,ab,quantile,0.975,4.3898
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.025,2.7865
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.1,3.1001
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.25,3.3814
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.5,3.6904
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.75,3.9994
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.9,4.2808
2026-03-14,pct wk covid lab det,1,2026-03-21,ab,quantile,0.975,4.5944
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.025,2.5998
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.1,2.989
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.25,3.3382
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.5,3.7218
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.75,4.1053
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.9,4.4545
2026-03-14,pct wk covid lab det,2,2026-03-28,ab,quantile,0.975,4.8438
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.025,2.4151
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.1,2.8823
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.25,3.3014
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.5,3.7618
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.75,4.2221
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.9,4.6413
2026-03-14,pct wk covid lab det,3,2026-04-04,ab,quantile,0.975,5.1085
2026-03-14,pct wk covid lab det,-1,2026-03-07,atlantic,quantile,0.025,2.042
2026-03-14,pct wk covid lab det,-1,2026-03-07,atlantic,quantile,0.1,2.076
2026-03-14,pct wk covid lab det,-1,2026-03-07,atlantic,quantile,0.25,2.1065
2026-03-14,pct wk covid lab det,-1,2026-03-07,atlantic,quantile,0.5,2.14
2026-03-14,pct wk covid lab det,-1,2026-03-07,atlantic,quantile,0.75,2.1735
