reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.025,1.942
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.1,1.976
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.25,2.0065
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.5,2.04
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.75,2.0735
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.9,2.104
2026-04-11,pct wk covid lab det,-1,2026-04-04,ab,quantile,0.975,2.138
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.025,0.8803
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.1,1.2911
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.25,1.6597
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.5,2.0645
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.75,2.4694
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.9,2.838
2026-04-11,pct wk covid lab det,0,2026-04-11,ab,quantile,0.975,3.2488
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.025,0.5204
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.1,1.0498
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.25,1.5248
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.5,2.0465
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.75,2.5681
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.9,3.0431
2026-04-11,pct wk covid lab det,1,2026-04-18,ab,quantile,0.975,3.5725
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.025,0.1676
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.1,0.817
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.25,1.3996
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.5,2.0394
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.75,2.6793
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.9,3.2618
2026-04-11,pct wk covid lab det,2,2026-04-25,ab,quantile,0.975,3.9112
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.025,0.0
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.1,0.5882
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.25,1.2803
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.5,2.0406
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.75,2.8008
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.9,3.4929
2026-04-11,pct wk covid lab det,3,2026-05-02,ab,quantile,0.975,4.2645
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.025,1.882
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.1,1.916
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.25,1.9465
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.5,1.98
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.75,2.0135
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.9,2.044
2026-04-11,pct wk covid lab det,-1,2026-04-04,atlantic,quantile,0.975,2.078
2026-04-11,pct wk covid lab det,0,2026-04-11,atlantic,quantile,0.025,1.27
2026-04-11,pct wk covid lab det,0,2026-04-11,atlantic,quantile,0.1,1.5171
2026-04-11,pct wk covid lab det,0,2026-04-11,atlantic,quantile,0.25,1.7388
2026-04-11,pct wk covid lab det,0,2026-04-11,atlantic,quantile,0.5,1.9823
