reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.025,1.772
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.1,1.806
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.25,1.8365
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.5,1.87
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.75,1.9035
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.9,1.934
2026-04-18,pct wk covid lab det,-1,2026-04-11,ab,quantile,0.975,1.968
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.025,0.7701
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.1,1.1304
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.25,1.4536
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.5,1.8085
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.75,2.1635
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.9,2.4867
2026-04-18,pct wk covid lab det,0,2026-04-18,ab,quantile,0.975,2.8469
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.025,0.4517
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.1,0.913
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.25,1.3268
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.5,1.7814
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.75,2.2359
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.9,2.6497
2026-04-18,pct wk covid lab det,1,2026-04-25,ab,quantile,0.975,3.111
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.025,0.1445
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.1,0.7109
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.25,1.219
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.5,1.777
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.75,2.3351
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.9,2.8431
2026-04-18,pct wk covid lab det,2,2026-05-02,ab,quantile,0.975,3.4095
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.025,0.0
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.1,0.5131
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.25,1.1189
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.5,1.7843
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.75,2.4497
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.9,3.0555
2026-04-18,pct wk covid lab det,3,2026-05-09,ab,quantile,0.975,3.7308
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.025,1.092
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.1,1.126
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.25,1.1565
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.5,1.19
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.75,1.2235
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.9,1.254
2026-04-18,pct wk covid lab det,-1,2026-04-11,atlantic,quantile,0.975,1.288
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.025,0.3809
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.1,0.6257
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.25,0.8453
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.5,1.0865
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.75,1.3277
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.9,1.5473
2026-04-18,pct wk covid lab det,0,2026-04-18,atlantic,quantile,0.975,1.7921
2026-04-18,pct wk covid lab det,1,2026-04-25,atlantic,quantile,0.025,0.1498
2026-04-18,pct wk covid lab det,1,2026-04-25,atlantic,quantile,0.1,0.4681
