reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.025,3.3436
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.1,3.3909
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.25,3.4334
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.5,3.48
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.75,3.5266
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.9,3.5691
2026-03-07,pct wk covid lab det,-1,2026-02-28,ab,quantile,0.975,3.6164
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.025,2.5635
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.1,2.8557
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.25,3.1178
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.5,3.4057
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.75,3.6937
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.9,3.9558
2026-03-07,pct wk covid lab det,0,2026-03-07,ab,quantile,0.975,4.248
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.025,2.3621
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.1,2.7504
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.25,3.0988
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.5,3.4814
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.75,3.864
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.9,4.2123
2026-03-07,pct wk covid lab det,1,2026-03-14,ab,quantile,0.975,4.6006
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.025,2.1867
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.1,2.6834
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.25,3.129
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.5,3.6185
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.75,4.1079
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.9,4.5535
2026-03-07,pct wk covid lab det,2,2026-03-21,ab,quantile,0.975,5.0503
2026-03-07,pct wk covid lab det,3,2026-03-28,ab,quantile,0.025,1.9994
