reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.025,3.3436
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.1,3.7448
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.25,4.1047
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.5,4.5
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.75,4.8953
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.9,5.2552
2026-02-14,pct wk covid lab det,-1,2026-02-07,ab,quantile,0.975,5.6564
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.025,3.0901
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.1,3.4955
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.25,3.8592
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.5,4.2586
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.75,4.6581
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.9,5.0218
2026-02-14,pct wk covid lab det,0,2026-02-14,ab,quantile,0.975,5.4272
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.025,2.4699
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.1,3.0693
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.25,3.607
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.5,4.1976
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.75,4.7882
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.9,5.3259
2026-02-14,pct wk covid lab det,1,2026-02-21,ab,quantile,0.975,5.9253
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.025,1.8635
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.1,2.6499
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.25,3.3553
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.5,4.1301
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.75,4.9049
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.9,5.6103
2026-02-14,pct wk covid lab det,2,2026-02-28,ab,quantile,0.975,6.3966
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.025,1.2737
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.1,2.2392
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.25,3.1053
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.5,4.0565
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.75,5.0078
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.9,5.8738
2026-02-14,pct wk covid lab det,3,2026-03-07,ab,quantile,0.975,6.8393
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.025,4.4197
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.1,4.8361
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.25,5.2097
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.5,5.62
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.75,6.0303
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.9,6.4039
2026-02-14,pct wk covid lab det,-1,2026-02-07,atlantic,quantile,0.975,6.8203
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.025,4.8093
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.1,5.35
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.25,5.835
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.5,6.3678
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.75,6.9005
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.9,7.3856
2026-02-14,pct wk covid lab det,0,2026-02-14,atlantic,quantile,0.975,7.9263
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.025,4.0156
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.1,4.8237
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.25,5.5487
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.5,6.345
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.75,7.1413
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.9,7.8662
2026-02-14,pct wk covid lab det,1,2026-02-21,atlantic,quantile,0.975,8.6744
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.025,3.2297
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.1,4.3042
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.25,5.268
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.5,6.3266
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.75,7.3853
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.9,8.3491
2026-02-14,pct wk covid lab det,2,2026-02-28,atlantic,quantile,0.975,9.4235
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.025,2.4497
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.1,3.7895
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.25,4.9914
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.5,6.3116
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.75,7.6317
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.9,8.8337
2026-02-14,pct wk covid lab det,3,2026-03-07,atlantic,quantile,0.975,10.1735
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.025,2.1522
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.1,2.5365
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.25,2.8813
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.5,3.26
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.75,3.6387
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.9,3.9835
2026-02-14,pct wk covid lab det,-1,2026-02-07,bc,quantile,0.975,4.3678
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.025,2.4291
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.1,2.7583
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.25,3.0535
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.5,3.3778
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.75,3.8643
2026-02-14,pct wk covid lab det,0,2026-02-14,bc,quantile,0.9,4.3072
