reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.025,2.6710399999999996
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.1,3.0627199999999997
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.25,3.41408
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.5,3.8
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.75,4.185919999999999
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.9,4.53728
2026-01-24,pct wk covid lab det,-1,2026-01-17,ab,quantile,0.975,4.92896
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.025,2.0996547368640917
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.1,2.7796547368640914
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.25,3.3896547368640917
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.5,4.059654736864092
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.75,4.7296547368640915
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.9,5.339654736864092
2026-01-24,pct wk covid lab det,0,2026-01-24,ab,quantile,0.975,6.019654736864092
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.025,1.5827831687534806
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.1,2.4327831687534807
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.25,3.195283168753481
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.5,4.032783168753481
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.75,4.870283168753481
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.9,5.63278316875348
2026-01-24,pct wk covid lab det,1,2026-01-31,ab,quantile,0.975,6.482783168753481
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.025,1.0681358369253222
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.1,2.0881358369253222
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.25,3.0031358369253223
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.5,4.008135836925322
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.75,5.013135836925322
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.9,5.928135836925322
2026-01-24,pct wk covid lab det,2,2026-02-07,ab,quantile,0.975,6.9481358369253226
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.025,0.5520712390428684
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.1,1.7420712390428679
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.25,2.809571239042868
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.5,3.982071239042868
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.75,5.154571239042868
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.9,6.222071239042869
2026-01-24,pct wk covid lab det,3,2026-02-14,ab,quantile,0.975,7.412071239042868
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.025,6.014624
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.1,6.453632000000001
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.25,6.847448
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.5,7.28
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.75,7.7125520000000005
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.9,8.106368
2026-01-24,pct wk covid lab det,-1,2026-01-17,atlantic,quantile,0.975,8.545376000000001
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.025,5.1366661936624745
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.1,5.816666193662474
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.25,6.4266661936624745
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.5,7.096666193662474
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.75,7.766666193662474
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.9,8.376666193662475
2026-01-24,pct wk covid lab det,0,2026-01-24,atlantic,quantile,0.975,9.056666193662474
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.025,4.551030624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.1,5.401030624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.25,6.163530624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.5,7.001030624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.75,7.838530624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.9,8.601030624039803
2026-01-24,pct wk covid lab det,1,2026-01-31,atlantic,quantile,0.975,9.451030624039802
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.025,3.966242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.1,4.986242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.25,5.901242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.5,6.906242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.75,7.911242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.9,8.826242895055362
2026-01-24,pct wk covid lab det,2,2026-02-07,atlantic,quantile,0.975,9.846242895055362
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.025,3.3825003082523466
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.1,4.572500308252346
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.25,5.640000308252346
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.5,6.812500308252346
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.75,7.985000308252347
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.9,9.052500308252347
2026-01-24,pct wk covid lab det,3,2026-02-14,atlantic,quantile,0.975,10.242500308252346
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.025,1.124152
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.1,1.4939360000000002
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.25,1.8256539999999999
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.5,2.19
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.75,2.554346
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.9,2.8860639999999997
2026-01-24,pct wk covid lab det,-1,2026-01-17,bc,quantile,0.975,3.255848
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.025,0.3916994142244228
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.1,1.0716994142244227
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.25,1.6816994142244228
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.5,2.3516994142244227
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.75,3.0216994142244227
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.9,3.631699414224423
2026-01-24,pct wk covid lab det,0,2026-01-24,bc,quantile,0.975,4.311699414224423
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.025,0.0
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.1,0.7096454355175084
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.25,1.4721454355175085
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.5,2.3096454355175084
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.75,3.1471454355175084
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.9,3.9096454355175085
2026-01-24,pct wk covid lab det,1,2026-01-31,bc,quantile,0.975,4.759645435517509
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.025,0.0
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.1,0.3418810255550966
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.25,1.2568810255550964
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.5,2.2618810255550965
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.75,3.2668810255550964
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.9,4.181881025555096
2026-01-24,pct wk covid lab det,2,2026-02-07,bc,quantile,0.975,5.201881025555096
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.025,0.0
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.1,0.0
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.25,1.0395093421344639
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.5,2.212009342134464
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.75,3.3845093421344643
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.9,4.452009342134464
2026-01-24,pct wk covid lab det,3,2026-02-14,bc,quantile,0.975,5.642009342134464
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.025,4.227536
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.1,4.641248
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.25,5.012372
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.5,5.42
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.75,5.827628
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.9,6.198752
2026-01-24,pct wk covid lab det,-1,2026-01-17,ca,quantile,0.975,6.612464
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.025,3.3006319968621574
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.1,3.980631996862157
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.25,4.590631996862157
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.5,5.260631996862157
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.75,5.930631996862157
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.9,6.540631996862158
2026-01-24,pct wk covid lab det,0,2026-01-24,ca,quantile,0.975,7.220631996862157
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.025,2.697168284754384
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.1,3.547168284754384
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.25,4.309668284754384
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.5,5.147168284754384
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.75,5.984668284754385
2026-01-24,pct wk covid lab det,1,2026-01-31,ca,quantile,0.9,6.747168284754384
