reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.025,1.192
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.1,1.226
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.25,1.2565
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.5,1.29
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.75,1.3235
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.9,1.354
2026-05-09,pct wk covid lab det,-1,2026-05-02,ab,quantile,0.975,1.388
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.025,0.5141
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.1,0.7722
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.25,1.0037
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.5,1.258
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.75,1.5122
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.9,1.7437
2026-05-09,pct wk covid lab det,0,2026-05-09,ab,quantile,0.975,2.0018
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.025,0.0746
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.1,0.4909
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.25,0.8644
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.5,1.2745
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.75,1.6847
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.9,2.0582
2026-05-09,pct wk covid lab det,1,2026-05-16,ab,quantile,0.975,2.4745
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.025,0.0
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.1,0.0993
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.25,0.6821
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.5,1.3222
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.75,1.9623
2026-05-09,pct wk covid lab det,2,2026-05-23,ab,quantile,0.9,2.5451
