reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.025,2.8632
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.1,3.2576
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.25,3.6114
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.5,4.0
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.75,4.3886
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.9,4.7424
2026-02-07,pct wk covid lab det,-1,2026-01-31,ab,quantile,0.975,5.1368
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.025,0.7552207513245657
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.1,1.7752207513245657
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.25,2.6902207513245653
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.5,3.6952207513245656
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.75,4.700220751324566
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.9,5.615220751324566
2026-02-07,pct wk covid lab det,0,2026-02-07,ab,quantile,0.975,6.635220751324566
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.025,0.0
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.1,1.1438920732413016
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.25,2.2876420732413014
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.5,3.5438920732413015
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.75,4.800142073241302
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.9,5.943892073241301
2026-02-07,pct wk covid lab det,1,2026-02-14,ab,quantile,0.975,7.218892073241301
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.025,0.0
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.1,0.5080213566153109
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.25,1.8805213566153107
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.5,3.388021356615311
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.75,4.895521356615311
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.9,6.268021356615311
2026-02-07,pct wk covid lab det,2,2026-02-21,ab,quantile,0.975,7.798021356615311
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.025,0.0
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.1,0.0
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.25,1.4719828359313185
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.5,3.2307328359313185
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.75,4.989482835931319
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.9,6.590732835931318
2026-02-07,pct wk covid lab det,3,2026-02-28,ab,quantile,0.975,8.375732835931318
2026-02-07,pct wk covid lab det,-1,2026-01-31,atlantic,quantile,0.025,5.726384
2026-02-07,pct wk covid lab det,-1,2026-01-31,atlantic,quantile,0.1,6.161312000000001
2026-02-07,pct wk covid lab det,-1,2026-01-31,atlantic,quantile,0.25,6.551468000000001
