reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.025,2.43084
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.1,2.81912
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.25,3.16743
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.5,3.55
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.75,3.9325699999999997
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.9,4.28088
2026-01-31,pct wk covid lab det,-1,2026-01-24,ab,quantile,0.975,4.66916
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.025,1.8451495383936867
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.1,2.525149538393687
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.25,3.1351495383936867
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.5,3.8051495383936866
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.75,4.475149538393687
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.9,5.085149538393686
2026-01-31,pct wk covid lab det,0,2026-01-31,ab,quantile,0.975,5.765149538393686
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.025,1.3529946780424016
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.1,2.2029946780424017
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.25,2.965494678042402
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.5,3.8029946780424018
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.75,4.640494678042402
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.9,5.402994678042402
2026-01-31,pct wk covid lab det,1,2026-02-07,ab,quantile,0.975,6.252994678042402
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.025,0.8539041324267838
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.1,1.8739041324267838
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.25,2.788904132426784
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.5,3.7939041324267837
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.75,4.798904132426784
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.9,5.713904132426784
2026-01-31,pct wk covid lab det,2,2026-02-14,ab,quantile,0.975,6.733904132426783
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.025,0.34819935762898346
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.1,1.538199357628983
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.25,2.605699357628983
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.5,3.778199357628983
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.75,4.9506993576289835
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.9,6.018199357628983
2026-01-31,pct wk covid lab det,3,2026-02-21,ab,quantile,0.975,7.208199357628983
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.025,5.418928
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.1,5.8495040000000005
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.25,6.235756
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.5,6.66
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.75,7.084244
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.9,7.470496
2026-01-31,pct wk covid lab det,-1,2026-01-24,atlantic,quantile,0.975,7.901072
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.025,3.7448984528873273
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.1,4.764898452887327
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.25,5.679898452887327
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.5,6.684898452887327
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.75,7.689898452887327
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.9,8.604898452887326
2026-01-31,pct wk covid lab det,0,2026-01-31,atlantic,quantile,0.975,9.624898452887328
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.025,2.756970399231535
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.1,4.031970399231534
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.25,5.175720399231535
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.5,6.431970399231535
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.75,7.688220399231534
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.9,8.831970399231535
2026-01-31,pct wk covid lab det,1,2026-02-07,atlantic,quantile,0.975,10.106970399231535
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.025,1.7537474261476618
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.1,3.283747426147662
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.25,4.656247426147662
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.5,6.163747426147662
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.75,7.671247426147662
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.9,9.043747426147661
2026-01-31,pct wk covid lab det,2,2026-02-14,atlantic,quantile,0.975,10.573747426147662
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.025,0.7397215799500056
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.1,2.5247215799500053
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.25,4.125971579950005
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.5,5.884721579950005
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.75,7.643471579950005
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.9,9.244721579950005
2026-01-31,pct wk covid lab det,3,2026-02-21,atlantic,quantile,0.975,11.029721579950005
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.025,2.1906399999999997
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.1,2.5755199999999996
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.25,2.9207799999999997
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.5,3.3
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.75,3.67922
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.9,4.02448
2026-01-31,pct wk covid lab det,-1,2026-01-24,bc,quantile,0.975,4.4093599999999995
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.025,2.369712328767123
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.1,3.185712328767123
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.25,3.9177123287671227
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.5,4.721712328767123
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.75,5.525712328767123
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.9,6.2577123287671235
2026-01-31,pct wk covid lab det,0,2026-01-31,bc,quantile,0.975,7.073712328767122
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.025,3.0022426252580217
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.1,4.022242625258022
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.25,4.937242625258022
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.5,5.942242625258022
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.75,6.9472426252580215
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.9,7.8622426252580215
2026-01-31,pct wk covid lab det,1,2026-02-07,bc,quantile,0.975,8.882242625258021
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.025,3.335860036260369
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.1,4.559860036260369
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.25,5.657860036260368
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.5,6.863860036260369
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.75,8.06986003626037
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.9,9.167860036260368
2026-01-31,pct wk covid lab det,2,2026-02-14,bc,quantile,0.975,10.391860036260368
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.025,3.3865939266483682
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.1,4.814593926648367
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.25,6.095593926648368
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.5,7.502593926648368
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.75,8.909593926648368
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.9,10.190593926648368
2026-01-31,pct wk covid lab det,3,2026-02-21,bc,quantile,0.975,11.618593926648368
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.025,4.054592
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.1,4.4658560000000005
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.25,4.834784
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.5,5.24
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.75,5.6452160000000005
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.9,6.014144
2026-01-31,pct wk covid lab det,-1,2026-01-24,ca,quantile,0.975,6.425408
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.025,3.319343910615257
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.1,3.9993439106152566
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.25,4.609343910615257
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.5,5.279343910615257
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.75,5.949343910615257
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.9,6.559343910615257
2026-01-31,pct wk covid lab det,0,2026-01-31,ca,quantile,0.975,7.239343910615257
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.025,2.7405902391421515
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.1,3.5905902391421516
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.25,4.353090239142151
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.5,5.190590239142152
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.75,6.028090239142152
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.9,6.790590239142151
2026-01-31,pct wk covid lab det,1,2026-02-07,ca,quantile,0.975,7.640590239142152
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.025,2.153116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.1,3.173116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.25,4.088116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.5,5.093116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.75,6.098116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.9,7.013116461081091
2026-01-31,pct wk covid lab det,2,2026-02-14,ca,quantile,0.975,8.033116461081091
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.025,1.5622363214244261
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.1,2.7522363214244256
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.25,3.8197363214244255
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.5,4.992236321424426
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.75,6.164736321424426
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.9,7.232236321424426
2026-01-31,pct wk covid lab det,3,2026-02-21,ca,quantile,0.975,8.422236321424425
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.025,3.189872
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.1,3.588896
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.25,3.946844
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.5,4.34
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.75,4.733156
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.9,5.091104
2026-01-31,pct wk covid lab det,-1,2026-01-24,mb,quantile,0.975,5.490128
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.025,2.535452205575223
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.1,3.2154522055752226
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.25,3.825452205575223
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.5,4.495452205575223
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.75,5.165452205575223
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.9,5.775452205575223
2026-01-31,pct wk covid lab det,0,2026-01-31,mb,quantile,0.975,6.455452205575223
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.025,1.9471233550136233
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.1,2.7971233550136234
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.25,3.5596233550136236
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.5,4.3971233550136235
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.75,5.234623355013624
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.9,5.997123355013624
2026-01-31,pct wk covid lab det,1,2026-02-07,mb,quantile,0.975,6.847123355013624
2026-01-31,pct wk covid lab det,2,2026-02-14,mb,quantile,0.025,1.3350292431610504
2026-01-31,pct wk covid lab det,2,2026-02-14,mb,quantile,0.1,2.3550292431610504
2026-01-31,pct wk covid lab det,2,2026-02-14,mb,quantile,0.25,3.2700292431610505
2026-01-31,pct wk covid lab det,2,2026-02-14,mb,quantile,0.5,4.27502924316105
2026-01-31,pct wk covid lab det,2,2026-02-14,mb,quantile,0.75,5.28002924316105
