reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.025,2.8728
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.1,3.2673
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.25,3.6213
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.5,4.01
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.75,4.3987
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.9,4.7527
2026-02-21,pct wk covid lab det,-1,2026-02-14,ab,quantile,0.975,5.1472
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.025,3.2403
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.1,3.5143
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.25,3.7602
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.5,4.0302
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.75,4.3002
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.9,4.5461
2026-02-21,pct wk covid lab det,0,2026-02-21,ab,quantile,0.975,4.8201
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.025,2.6598
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.1,3.121
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.25,3.5346
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.5,3.989
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.75,4.4433
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.9,4.857
2026-02-21,pct wk covid lab det,1,2026-02-28,ab,quantile,0.975,5.3181
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.025,0.9223
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.1,2.0188
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.25,3.0023
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.5,4.0826
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.75,5.1629
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.9,6.1465
2026-02-21,pct wk covid lab det,2,2026-03-07,ab,quantile,0.975,7.2429
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.025,0.964
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.1,2.0664
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.25,3.0554
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.5,4.1416
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.75,5.2279
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.9,6.2168
2026-02-21,pct wk covid lab det,3,2026-03-14,ab,quantile,0.975,7.3193
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.025,3.7471
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.1,4.154
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.25,4.5191
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.5,4.92
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.75,5.3209
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.9,5.686
2026-02-21,pct wk covid lab det,-1,2026-02-14,atlantic,quantile,0.975,6.0929
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.025,3.1626
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.1,3.7271
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.25,4.2335
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.5,4.7898
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.75,5.0893
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.9,5.362
2026-02-21,pct wk covid lab det,0,2026-02-21,atlantic,quantile,0.975,5.666
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.025,1.8865
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.1,2.7812
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.25,3.5838
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.5,4.4654
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.75,4.9401
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.9,5.3723
2026-02-21,pct wk covid lab det,1,2026-02-28,atlantic,quantile,0.975,5.8541
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.025,0.0642
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.1,1.5088
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.25,2.8048
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.5,4.2282
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.75,4.9947
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.9,5.6925
2026-02-21,pct wk covid lab det,2,2026-03-07,atlantic,quantile,0.975,6.4704
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.025,0.0
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.1,1.2647
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.25,2.5924
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.5,4.0506
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.75,4.8358
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.9,5.5507
2026-02-21,pct wk covid lab det,3,2026-03-14,atlantic,quantile,0.975,6.3477
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.025,1.7198
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.1,2.0981
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.25,2.4373
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.5,2.81
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.75,3.1827
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.9,3.5219
2026-02-21,pct wk covid lab det,-1,2026-02-14,bc,quantile,0.975,3.9002
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.025,1.8392
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.1,2.2354
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.25,2.5908
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.5,2.9812
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.75,3.3715
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.9,3.7269
2026-02-21,pct wk covid lab det,0,2026-02-21,bc,quantile,0.975,4.1231
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.025,1.0347
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.1,1.7047
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.25,2.3059
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.5,2.9661
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.75,3.6263
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.9,4.2274
2026-02-21,pct wk covid lab det,1,2026-02-28,bc,quantile,0.975,4.8975
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.025,0.1974
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.1,1.1891
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.25,2.0787
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.5,3.0558
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.75,4.033
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.9,4.9226
2026-02-21,pct wk covid lab det,2,2026-03-07,bc,quantile,0.975,5.9143
