reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.025,1.842
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.1,1.876
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.25,1.9065
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.5,1.94
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.75,1.9735
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.9,2.004
2026-03-28,pct wk covid lab det,-1,2026-03-21,ab,quantile,0.975,2.038
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.025,1.0249
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.1,1.2697
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.25,1.4893
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.5,1.7305
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.75,1.9717
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.9,2.1913
2026-03-28,pct wk covid lab det,0,2026-03-28,ab,quantile,0.975,2.4361
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.025,0.7847
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.1,1.1029
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.25,1.3884
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.5,1.702
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.75,2.0155
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.9,2.301
2026-03-28,pct wk covid lab det,1,2026-04-04,ab,quantile,0.975,2.6192
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.025,0.5842
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.1,0.9759
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.25,1.3273
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.5,1.7132
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.75,2.0991
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.9,2.4505
2026-03-28,pct wk covid lab det,2,2026-04-11,ab,quantile,0.975,2.8421
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.025,0.4143
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.1,0.8795
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.25,1.2967
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.5,1.755
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.75,2.2133
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.9,2.6305
2026-03-28,pct wk covid lab det,3,2026-04-18,ab,quantile,0.975,3.0956
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.025,1.612
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.1,1.646
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.25,1.6765
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.5,1.71
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.75,1.7435
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.9,1.774
2026-03-28,pct wk covid lab det,-1,2026-03-21,atlantic,quantile,0.975,1.808
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.025,0.9158
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.1,1.1606
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.25,1.3802
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.5,1.6214
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.75,1.8626
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.9,2.0822
2026-03-28,pct wk covid lab det,0,2026-03-28,atlantic,quantile,0.975,2.327
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.025,0.6805
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.1,0.9987
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.25,1.2842
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.5,1.5978
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.75,1.9113
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.9,2.1968
2026-03-28,pct wk covid lab det,1,2026-04-04,atlantic,quantile,0.975,2.515
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.025,0.4693
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.1,0.8609
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.25,1.2123
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.5,1.5982
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.75,1.9841
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.9,2.3355
2026-03-28,pct wk covid lab det,2,2026-04-11,atlantic,quantile,0.975,2.7272
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.025,0.2711
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.1,0.7362
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.25,1.1535
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.5,1.6117
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.75,2.07
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.9,2.4873
2026-03-28,pct wk covid lab det,3,2026-04-18,atlantic,quantile,0.975,2.9524
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.025,1.722
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.1,1.756
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.25,1.7865
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.5,1.82
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.75,1.8535
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.9,1.884
2026-03-28,pct wk covid lab det,-1,2026-03-21,bc,quantile,0.975,1.918
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.025,0.9348
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.1,1.1796
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.25,1.3992
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.5,1.6404
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.75,1.8816
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.9,2.1012
2026-03-28,pct wk covid lab det,0,2026-03-28,bc,quantile,0.975,2.346
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.025,0.6953
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.1,1.0136
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.25,1.299
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.5,1.6126
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.75,1.9262
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.9,2.2116
2026-03-28,pct wk covid lab det,1,2026-04-04,bc,quantile,0.975,2.5299
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.025,0.4919
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.1,0.8836
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.25,1.235
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.5,1.6209
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.75,2.0068
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.9,2.3582
2026-03-28,pct wk covid lab det,2,2026-04-11,bc,quantile,0.975,2.7499
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.025,0.3156
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.1,0.7807
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.25,1.1979
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.5,1.6562
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.75,2.1145
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.9,2.5317
2026-03-28,pct wk covid lab det,3,2026-04-18,bc,quantile,0.975,2.9968
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.025,2.9689
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.1,3.0109
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.25,3.0486
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.5,3.09
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.75,3.1314
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.9,3.1691
2026-03-28,pct wk covid lab det,-1,2026-03-21,ca,quantile,0.975,3.2111
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.025,2.2123
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.1,2.4571
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.25,2.6767
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.5,2.9179
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.75,3.1591
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.9,3.3787
2026-03-28,pct wk covid lab det,0,2026-03-28,ca,quantile,0.975,3.6235
2026-03-28,pct wk covid lab det,1,2026-04-04,ca,quantile,0.025,1.9493
2026-03-28,pct wk covid lab det,1,2026-04-04,ca,quantile,0.1,2.2676
