reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.025,2.671
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.1,2.7088
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.25,2.7427
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.5,2.78
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.75,2.8173
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.9,2.8512
2026-03-21,pct wk covid lab det,-1,2026-03-14,ab,quantile,0.975,2.889
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.025,1.8833
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.1,2.1478
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.25,2.3851
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.5,2.6457
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.75,2.9063
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.9,3.1436
2026-03-21,pct wk covid lab det,0,2026-03-21,ab,quantile,0.975,3.4081
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.025,1.6462
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.1,1.9883
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.25,2.2952
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.5,2.6323
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.75,2.9693
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.9,3.2762
2026-03-21,pct wk covid lab det,1,2026-03-28,ab,quantile,0.975,3.6183
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.025,1.4286
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.1,1.8526
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.25,2.2329
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.5,2.6507
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.75,3.0685
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.9,3.4488
2026-03-21,pct wk covid lab det,2,2026-04-04,ab,quantile,0.975,3.8729
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.025,1.2136
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.1,1.7231
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.25,2.1802
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.5,2.6822
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.75,3.1842
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.9,3.6412
2026-03-21,pct wk covid lab det,3,2026-04-11,ab,quantile,0.975,4.1507
2026-03-21,pct wk covid lab det,-1,2026-03-14,atlantic,quantile,0.025,2.092
2026-03-21,pct wk covid lab det,-1,2026-03-14,atlantic,quantile,0.1,2.126
2026-03-21,pct wk covid lab det,-1,2026-03-14,atlantic,quantile,0.25,2.1565
2026-03-21,pct wk covid lab det,-1,2026-03-14,atlantic,quantile,0.5,2.19
